,id,name,bic,transaction_total_days,countries,logo
38,BCC_DEI_CASTELLI_ROMANI_CCRTIT2TCRT,Banca Di Credito Cooperativo Dei Castelli Romani,CCRTIT2TCRT,90,['IT'],https://cdn.nordigen.com/ais/CREDITO_COOPERATIVO_CASSA_RURALE_ED_ARTIGIANA_DEL_FRIULI_VENEZIA_GIULIA_CCRTIT2T96A.png
39,BCC_DEL_CIRCEO_E_PRIVERNATE_CCRTIT2TCIR,Banca Di Credito Cooperativo Del Circeo E Privernate,CCRTIT2TCIR,90,['IT'],https://cdn.nordigen.com/ais/BCC_DEL_CIRCEO_E_PRIVERNATE_CCRTIT2TCIR.png
40,BCC_DEL_FRIULI_CENTRALE_ICRAITRRU50,Banca Di Credito Cooperativo Del Friuli Centrale,ICRAITRRU50,90,['IT'],https://cdn.nordigen.com/ais/BCC_SANGRO_TAETINA_DI_ATESSA_CASTIGLIONE_GIULIANO_CCRTIT2TTEA.png
41,BCC_DELLALTA_MURGIA_CCRTIT2TMUR,Banca Di Credito Cooperativo Dell'alta Murgia,CCRTIT2TMUR,90,['IT'],https://cdn.nordigen.com/ais/CREDITO_COOPERATIVO_CASSA_RURALE_ED_ARTIGIANA_DEL_FRIULI_VENEZIA_GIULIA_CCRTIT2T96A.png
42,BCC_DELLALTO_TIRRENO_DELLA_CALABRIA_VERBICARO_CCRTIT2TATC,Banca Di Credito Cooperativo Dell'alto Tirreno Della Calabria Verbicaro,CCRTIT2TATC,90,['IT'],https://cdn.nordigen.com/ais/BCC_SANGRO_TAETINA_DI_ATESSA_CASTIGLIONE_GIULIANO_CCRTIT2TTEA.png
43,BCC_DELLA_ROMAGNA_OCCIDENTALE_CCRTIT2TROC,Banca Di Credito Cooperativo Della Romagna Occidentale,CCRTIT2TROC,90,['IT'],https://cdn.nordigen.com/ais/BCC_DELLA_ROMAGNA_OCCIDENTALE_CCRTIT2TROC.png
44,BCC_DELLE_PREALPI_CCRTIT2TPRE,Banca Di Credito Cooperativo Delle Prealpi,CCRTIT2TPRE,90,['IT'],https://cdn.nordigen.com/ais/BCC_DELLE_PREALPI_CCRTIT2TPRE.png
45,BANCA_DI_CREDITO_COOPERATIVO_DI_ALBA_LANGHE_ROERO_E_DEL_CANAVESE_ICRAITRREQ0,"Banca Di Credito Cooperativo Di Alba, Langhe, Roero E Del Canavese",ICRAITRREQ0,365,['IT'],https://cdn.nordigen.com/ais/BANCA_DI_CREDITO_COOPERATIVO_DI_ALBA_LANGHE_ROERO_E_DEL_CANAVESE_ICRAITRREQ0.png
46,BCC_DI_ALBEROBELLO_E_SAMMICHELE_DI_BARI_CCRTIT2TALB,Banca Di Credito Cooperativo Di Alberobello E Sammichele Di Bari,CCRTIT2TALB,90,['IT'],https://cdn.nordigen.com/ais/BCC_DI_ALBEROBELLO_E_SAMMICHELE_DI_BARI_CCRTIT2TALB.png
47,BCC_DI_ANAGNI_CCRTIT2TN00,Banca Di Credito Cooperativo Di Anagni,CCRTIT2TN00,90,['IT'],https://cdn.nordigen.com/ais/BCC_SANGRO_TAETINA_DI_ATESSA_CASTIGLIONE_GIULIANO_CCRTIT2TTEA.png
48,BCC_DI_AQUARA_CCRTIT2TAQU,Banca Di Credito Cooperativo Di Aquara,CCRTIT2TAQU,90,['IT'],https://cdn.nordigen.com/ais/BCC_DI_AQUARA_CCRTIT2TAQU.png
49,BANCA_DI_CREDITO_COOPERATIVO_DI_AVETRANA_ICRAITRR9U0,Banca Di Credito Cooperativo Di Avetrana,ICRAITRR9U0,365,['IT'],https://cdn.nordigen.com/ais/BANCA_DI_CREDITO_COOPERATIVO_DI_AVETRANA_ICRAITRR9U0.png
50,BCC_DI_BARLASSINA_MILANO_ICRAITRRAE0,Banca Di Credito Cooperativo Di Barlassina,ICRAITRRAE0,90,['IT'],https://cdn.nordigen.com/ais/BCC_DI_BARLASSINA_MILANO_ICRAITRRAE0.png
51,BCC_DI_BRESCIA_CREDITO_COOPERATIVO_DI_BRESCIA_CCRTIT2TH00,Banca Di Credito Cooperativo Di Brescia Di Brescia,CCRTIT2TH00,90,['IT'],https://cdn.nordigen.com/ais/BCC_DI_BRESCIA_CREDITO_COOPERATIVO_DI_BRESCIA_CCRTIT2TH00.png
52,BCC_DI_CASALGRASSO_E_SANTALBANO_STURA_CCRTIT2TCSS,Banca Di Credito Cooperativo Di Casalgrasso E Sant'albano Stura,CCRTIT2TCSS,90,['IT'],https://cdn.nordigen.com/ais/BCC_DI_CASALGRASSO_E_SANTALBANO_STURA_CCRTIT2TCSS.png
53,BCC_DI_CASSANO_DELLE_MURGE_E_TOLVE_CCRTIT2TCSM,Banca Di Credito Cooperativo Di Cassano Delle Murge E Tolve,CCRTIT2TCSM,90,['IT'],https://cdn.nordigen.com/ais/BCC_DI_CASSANO_DELLE_MURGE_E_TOLVE_CCRTIT2TCSM.png
54,BCC_DI_CASTAGNETO_CARDUCCI_PER_AZIONI_BCCDIT3C,Banca Di Credito Cooperativo Di Castagneto Carducci Soc. Coop. Per Azioni,BCCDIT3C,90,['IT'],https://cdn.nordigen.com/ais/BCC_DI_CASTAGNETO_CARDUCCI_PER_AZIONI_BCCDIT3C.png
55,BCC_DI_CHERASCO_CCRTIT2TCHE,Banca Di Credito Cooperativo Di Cherasco,CCRTIT2TCHE,90,['IT'],https://cdn.nordigen.com/ais/BCC_DI_CHERASCO_CCRTIT2TCHE.png
56,BCC_DI_CONVERSANO_CCRTIT2TT00,Banca Di Credito Cooperativo Di Conversano,CCRTIT2TT00,90,['IT'],https://cdn.nordigen.com/ais/BCC_SANGRO_TAETINA_DI_ATESSA_CASTIGLIONE_GIULIANO_CCRTIT2TTEA.png
57,BANCA_DI_CREDITO_COOPERATIVO_DI_FILOTTRANO_CREDITO_COOPERATIVO_DI_FILOTTRANO_E_CAMERANO_ICRAITRRF90,Banca Di Credito Cooperativo Di Filottrano - Credito Cooperativo Di Filottrano E Camerano,ICRAITRRF90,365,['IT'],https://cdn.nordigen.com/ais/BANCA_DI_CREDITO_COOPERATIVO_DI_FILOTTRANO_CREDITO_COOPERATIVO_DI_FILOTTRANO_E_CAMERANO_ICRAITRRF90.png
58,BCC_DI_FLUMERI_ICRAITRRFD0,Banca Di Credito Cooperativo Di Flumeri,ICRAITRRFD0,90,['IT'],https://cdn.nordigen.com/ais/BCC_DI_FLUMERI_ICRAITRRFD0.png
59,BCC_DI_LOCOROTONDO_CASSA_RURALE_ED_ARTIGIANA_CCRTIT2TLND,Banca Di Credito Cooperativo Di Locorotondo Cassa Rurale Ed Artigiana,CCRTIT2TLND,90,['IT'],https://cdn.nordigen.com/ais/BCC_DI_LOCOROTONDO_CASSA_RURALE_ED_ARTIGIANA_CCRTIT2TLND.png
60,BANCA_DI_CREDITO_COOPERATIVO_DI_MARINA_DI_GINOSA_ICRAITRRJ40,Banca Di Credito Cooperativo Di Marina Di Ginosa,ICRAITRRJ40,365,['IT'],https://cdn.nordigen.com/ais/BANCA_DI_CREDITO_COOPERATIVO_DI_MARINA_DI_GINOSA_ICRAITRRJ40.png
61,BANCA_DI_CREDITO_COOPERATIVO_DI_MASSAFRA_ICRAITRRUE0,Banca Di Credito Cooperativo Di Massafra,ICRAITRRUE0,365,['IT'],https://cdn.nordigen.com/ais/BANCA_DI_CREDITO_COOPERATIVO_DI_MASSAFRA_ICRAITRRUE0.png
62,BANCA_DI_CREDITO_COOPERATIVO_DI_OPPIDO_LUCANO_E_RIPACANDIDA_ICRAITRRJO0,Banca Di Credito Cooperativo Di Oppido Lucano E Ripacandida,ICRAITRRJO0,365,['IT'],https://cdn.nordigen.com/ais/BCC_MUTUO_SOCCORSO_DI_GANGI_ICRAITRRQM0.png
63,BCC_DI_PIANFEI_E_ROCCA_DE_BALDI_ICRAITRRKX0,Banca Di Credito Cooperativo Di Pianfei E Rocca De' Baldi,ICRAITRRKX0,90,['IT'],https://cdn.nordigen.com/ais/CREDITO_COOPERATIVO_CASSA_RURALE_ED_ARTIGIANA_DEL_FRIULI_VENEZIA_GIULIA_CCRTIT2T96A.png
64,BANCA_DI_CREDITO_COOPERATIVO_DI_RECANATI_E_COLMURANO_ICRAITRRL90,Banca Di Credito Cooperativo Di Recanati E Colmurano,ICRAITRRL90,365,['IT'],https://cdn.nordigen.com/ais/BANCA_DI_CREDITO_COOPERATIVO_DI_RECANATI_E_COLMURANO_ICRAITRRL90.png
65,BCC_DI_S_MARCO_DEI_CAVOTI_E_DEL_SANNIO_CALVI_ICRAITRRRP0,Banca Di Credito Cooperativo Di S. Marco Dei Cavoti E Del Sanniocalvi,ICRAITRRRP0,90,['IT'],https://cdn.nordigen.com/ais/CREDITO_COOPERATIVO_CASSA_RURALE_ED_ARTIGIANA_DEL_FRIULI_VENEZIA_GIULIA_CCRTIT2T96A.png
66,BCC_DI_SAN_GIOVANNI_ROTONDO_CCRTIT2TSGR,Banca Di Credito Cooperativo Di San Giovanni Rotondo,CCRTIT2TSGR,90,['IT'],https://cdn.nordigen.com/ais/BCC_DI_SAN_GIOVANNI_ROTONDO_CCRTIT2TSGR.png
67,BCC_DI_SAN_MARZANO_DI_SAN_GIUSEPPE_TARANTO_CCRTIT2TSMZ,Banca Di Credito Cooperativo Di San Marzano Di San Giuseppe,CCRTIT2TSMZ,90,['IT'],https://cdn.nordigen.com/ais/BCC_DI_SAN_MARZANO_DI_SAN_GIUSEPPE_TARANTO_CCRTIT2TSMZ.png
68,BCC_DI_SARSINA_CCRTIT2TSAR,Banca Di Credito Cooperativo Di Sarsina,CCRTIT2TSAR,90,['IT'],https://cdn.nordigen.com/ais/BCC_SANGRO_TAETINA_DI_ATESSA_CASTIGLIONE_GIULIANO_CCRTIT2TTEA.png
69,BANCA_DI_CREDITO_COOPERATIVO_DI_SCAFATI_E_CETARA_ICRAITRRNR0,Banca Di Credito Cooperativo Di Scafati E Cetara,ICRAITRRNR0,365,['IT'],https://cdn.nordigen.com/ais/BCC_MUTUO_SOCCORSO_DI_GANGI_ICRAITRRQM0.png
70,BCC_DI_SPELLO_E_BETTONA_CCRTIT2TSBE,Banca Di Credito Cooperativo Di Spello E Bettona,CCRTIT2TSBE,90,['IT'],https://cdn.nordigen.com/ais/BCC_DI_SPELLO_E_BETTONA_CCRTIT2TSBE.png
71,BANCA_DI_CREDITO_COOPERATIVO_DI_STARANZANO_E_VILLESSE_ICRAITRROD0,Banca Di Credito Cooperativo Di Staranzano E Villesse,ICRAITRROD0,365,['IT'],https://cdn.nordigen.com/ais/BANCA_DI_CREDITO_COOPERATIVO_DI_STARANZANO_E_VILLESSE_ICRAITRROD0.png
72,BCC_LA_RISCOSSA_DI_REGALBUTO_CCRTIT2TO00,Banca Di Credito Cooperativo La Riscossa Di Regalbuto,CCRTIT2TO00,90,['IT'],https://cdn.nordigen.com/ais/BCC_LA_RISCOSSA_DI_REGALBUTO_CCRTIT2TO00.png
73,BCC_LAUDENSE_LODI_MILANO_CCRTIT2TLAU,Banca Di Credito Cooperativo Laudense Lodi,CCRTIT2TLAU,90,['IT'],https://cdn.nordigen.com/ais/BCC_SANGRO_TAETINA_DI_ATESSA_CASTIGLIONE_GIULIANO_CCRTIT2TTEA.png
74,BCC_MONTE_PRUNO_DI_ROSCIGNO_E_DI_LAURINO_CCRTIT2TMPR,Banca Di Credito Cooperativo Monte Pruno Di Roscigno E Di Laurino,CCRTIT2TMPR,90,['IT'],https://cdn.nordigen.com/ais/BCC_MONTE_PRUNO_DI_ROSCIGNO_E_DI_LAURINO_CCRTIT2TMPR.png
75,BCC_SANGRO_TAETINA_DI_ATESSA_CASTIGLIONE_GIULIANO_CCRTIT2TTEA,Banca Di Credito Cooperativo Sangro Taetina Di Atessa Castiglione Giuliano,CCRTIT2TTEA,90,['IT'],https://cdn.nordigen.com/ais/BCC_SANGRO_TAETINA_DI_ATESSA_CASTIGLIONE_GIULIANO_CCRTIT2TTEA.png
76,BCC_VALDOSTANA_CCRTIT2TVAL,Banca Di Credito Cooperativo Valdostana,CCRTIT2TVAL,90,['IT'],https://cdn.nordigen.com/ais/CREDITO_COOPERATIVO_CASSA_RURALE_ED_ARTIGIANA_DEL_FRIULI_VENEZIA_GIULIA_CCRTIT2T96A.png
77,BANCA_DI_CREDITO_COOPERATIVO_VALLE_DEL_TORTO_ICRAITRRGP0,Banca Di Credito Cooperativo Valle Del Torto,ICRAITRRGP0,365,['IT'],https://cdn.nordigen.com/ais/BANCA_DI_CREDITO_COOPERATIVO_VALLE_DEL_TORTO_ICRAITRRGP0.png
78,BANCA_DI_CREDITO_PELORITANO_CEEPIT21,Banca di Credito Peloritano,CEEPIT21,730,['IT'],https://cdn.nordigen.com/ais/BANCA_DI_CREDITO_PELORITANO_CEEPIT21.png
79,BCP_TORRE_DEL_GRECO_BCPTITNN,Banca di Credito Popolare di Torre del Greco,BCPTITNN,730,['IT'],https://cdn.nordigen.com/ais/BCP_TORRE_DEL_GRECO_BCPTITNN.png
80,BANCA_DI_IMOLA_IMCOIT2A,Banca di Imola,IMCOIT2A,730,['IT'],https://cdn.nordigen.com/ais/BANCA_DI_IMOLA_IMCOIT2A.png
81,BANCA_DI_PESARO_ICRAITRRMY0,Banca Di Pesaro,ICRAITRRMY0,365,['IT'],https://cdn.nordigen.com/ais/BANCA_DI_PESARO_ICRAITRRMY0.png
82,BANCA_DI_PESCIA_E_CASCINA_ICRAITRR9Y0,Banca Di Pescia E Cascina,ICRAITRR9Y0,365,['IT'],https://cdn.nordigen.com/ais/BANCA_DI_PESCIA_E_CASCINA_ICRAITRR9Y0.png
83,BANCA_DI_PIACENZA_BCPCIT2P,Banca di Piacenza,BCPCIT2P,730,['IT'],https://cdn.nordigen.com/ais/BANCA_DI_PIACENZA_BCPCIT2P.png
84,BANCA_DI_PISA_E_FORNACETTE_CREDITO_COOPERATIVO_BCCFIT33,Banca Di Pisa E Fornacette Credito Cooperativo,BCCFIT33,365,['IT'],https://cdn.nordigen.com/ais/BANCA_DI_PISA_E_FORNACETTE_CREDITO_COOPERATIVO_BCCFIT33.png
85,BANCA_DI_RIPATRANSONE_E_DEL_FERMANO_ICRAITRRLD0,Banca Di Ripatransone E Del Fermano,ICRAITRRLD0,365,['IT'],https://cdn.nordigen.com/ais/BANCA_DI_RIPATRANSONE_E_DEL_FERMANO_ICRAITRRLD0.png
86,BANCA_DI_TARANTO_BCC_ICRAITRRU70,Banca Di Taranto Bcc,ICRAITRRU70,365,['IT'],https://cdn.nordigen.com/ais/BANCA_DI_TARANTO_BCC_ICRAITRRU70.png
87,BANCA_DI_UDINE_ICRAITRRJV0,Banca Di Udine,ICRAITRRJV0,365,['IT'],https://cdn.nordigen.com/ais/BANCA_DI_UDINE_ICRAITRRJV0.png
88,BANCA_DI_VERONA_E_VICENZA_ICRAITRRBK0,Banca Di Verona E Vicenza,ICRAITRRBK0,365,['IT'],https://cdn.nordigen.com/ais/BCC_MUTUO_SOCCORSO_DI_GANGI_ICRAITRRQM0.png
89,BANCA_DON_RIZZO_CREDITO_COOPERATIVO_DELLA_SICILIA_OCCIDENTALE_ICRAITRRQA0,Banca Don Rizzo - Credito Cooperativo Della Sicilia Occidentale,ICRAITRRQA0,365,['IT'],https://cdn.nordigen.com/ais/BANCA_DON_RIZZO_CREDITO_COOPERATIVO_DELLA_SICILIA_OCCIDENTALE_ICRAITRRQA0.png
90,BANCA_EUROMOBILIARE_EUBAITM1,Banca Euromobiliare,EUBAITM1,90,['IT'],https://cdn.nordigen.com/ais/BANCA_EUROMOBILIARE_EUBAITM1.png
91,BANCA_FIDEURAM_FIBKITMM,Banca Fideuram,FIBKITMM,90,['IT'],https://cdn.nordigen.com/ais/BANCA_FIDEURAM_FIBKITMM.png
92,FINNAT_EURAMERICA_FNATITRR,Banca Finnat Euramerica,FNATITRR,730,['IT'],https://cdn.nordigen.com/ais/FINNAT_EURAMERICA_FNATITRR.png
93,BANCA_GALILEO_GAEOITM1,Banca Galileo,GAEOITM1,90,['IT'],https://cdn.nordigen.com/ais/BANCA_GALILEO_GAEOITM1.png
94,BANCA_GENERALI_BGENIT2T,Banca Generali,BGENIT2T,730,['IT'],https://cdn.nordigen.com/ais/BANCA_GENERALI_BGENIT2T.png
95,BANCA_IFIS_IFISIT2V,Banca Ifis,IFISIT2V,90,['IT'],https://cdn.nordigen.com/ais/BANCA_IFIS_IFISIT2V.png
96,BANCA_INTERMOBILIARE_BIMTITTT,Banca Intermobiliare,BIMTITTT,730,['IT'],https://cdn.nordigen.com/ais/BANCA_INTERMOBILIARE_BIMTITTT.png
97,BANCA_LAZIO_NORD_CREDITO_COOPERATIVO_SOC_COOP_PER_AZIONI_CCRTIT2TVIT,Banca Lazio Nord Credito Cooperativo Soc. Coop. Per Azioni,CCRTIT2TVIT,90,['IT'],https://cdn.nordigen.com/ais/BANCA_LAZIO_NORD_CREDITO_COOPERATIVO_SOC_COOP_PER_AZIONI_CCRTIT2TVIT.png
98,BANCA_LEONARDO_BLEOITM1,Banca Leonardo,BLEOITM1,90,['IT'],https://cdn.nordigen.com/ais/BANCA_LEONARDO_BLEOITM1.png
99,BANCA_MALATESTIANA_CCRTIT2TMAL,Banca Malatestiana,CCRTIT2TMAL,90,['IT'],https://cdn.nordigen.com/ais/BANCA_MALATESTIANA_CCRTIT2TMAL.png
100,BANCA_MEDIOCREDITO_DEL_FRIULI_VENEZIA_GIULIA_MFVGIT21,Banca Mediocredito Del Friuli Venezia Giulia,MFVGIT21,90,['IT'],https://cdn.nordigen.com/ais/BANCA_MEDIOCREDITO_DEL_FRIULI_VENEZIA_GIULIA_MFVGIT21.png
101,BANCA_MONTE_CORPORATE_PASCITMM,Banca Monte dei Paschi di Siena Corporate,PASCITMM,90,['IT'],https://cdn.nordigen.com/ais/BANCA_MONTE_CORPORATE_PASCITMM.png
102,BANCA_MONTE_RETAIL_PASCITMM,Banca Monte dei Paschi di Siena Retail,PASCITMM,90,['IT'],https://cdn.nordigen.com/ais/BANCA_MONTE_CORPORATE_PASCITMM.png
103,BANCA_NAZIONALE_DEL_LAVORO_BNLIITRRXXX,Banca Nazionale del Lavoro,BNLIITRRXXX,90,['IT'],https://cdn.nordigen.com/ais/BNP_PARIBAS_BNPAFRPPXXX.png
104,BANCA_NAZIONALE_DEL_LAVORO_CORPORATE_BNLIITRRXXX,Banca Nazionale del Lavoro Corporate,BNLIITRRXXX,420,['IT'],https://cdn.nordigen.com/ais/BNP_PARIBAS_BNPAFRPPXXX.png
105,BANCA_PASSADORE_PASBITGGXXX,Banca Passadore,PASBITGGXXX,90,['IT'],https://cdn.nordigen.com/ais/BANCA_PASSADORE_PASBITGGXXX.png
106,BANCA_PATAVINA_DI_SANTELENA_E_PIOVE_DI_SACCO_ICRAITRRK80,Banca Patavina Di Sant´elena E Piove Di Sacco,ICRAITRRK80,365,['IT'],https://cdn.nordigen.com/ais/BCC_MUTUO_SOCCORSO_DI_GANGI_ICRAITRRQM0.png
