"BIC","LEI"
"BLFLLI2XXXX","7KDSOB6Z0X4S67TMX170"
"BLFLSGSGXXX","549300E0VQWXTZ82FM65"
"BLFNGB21XXX","25490068LAQBKC4H7T82"
"BLFSLBBXXXX","54930023ZACDBKCDPL89"
"BLGMDEB1XXX","391200CJF5GXSSCNID27"
"BLIAFR21XXX","549300KX7JH64HG8BA95"
"BLIBLV22XXX","213800U3Y2TMRMKLNE90"
"BLICCHGGXXX","549300LM7URE8RZR5X06"
"BLICCLRMXXX","549300818FWC2UB73V44"
"BLICLULXXXX","213800CD235ST4TMNL94"
"BLICRUMMXXX","549300O0QTA2S6I86079"
"BLICUYMMXXX","549300YRMVVWXO9A2F30"
"BLIEIE21XXX","6354001MYZVWVMJDUV63"
"BLIGSES1XXX","549300G82IHLL5I26H31"
"BLIIIE21XXX","635400LVMDVFOXAQL493"
"BLILLULLXXX","2221001T21S5REVBLB93"
"BLINLBBEXXX","5493009OYFGGCKNUED05"
"BLISGB21XXX","213800F8C8V12SJ7UO74"
"BLIUIE21XXX","635400W3NWVL6NO2TX29"
"BLJAIT3LXXX","815600767C6E914C7139"
"BLJCPTPTXXX","213800UFLAA5SS55IZ10"
"BLKBCH22XXX","529900TPRILCY8WVKI23"
"BLKIGB21XXX","2138007LKRN5CICILZ80"
"BLKSGB21XXX","5493008YUGP5E01IBD70"
"BLKSUS33XXX","549300LVXYIVJKE13M84"
"BLLCUS55XXX","0BGI85ALH27ZJP15DY16"
"BLLFGB21XXX","549300HQCTVA2RJNC138"
"BLLGGB2LXXX","2138006K7ABK4LRUP760"
"BLLIGB21XXX","2138005RTH2WREDDOM75"
"BLLLGB21XXX","213800MFFIM8KCZ8EY98"
"BLLPGB21XXX","213800GKG6WLQZ894321"
"BLMEGB2LXXX","213800NRFLLAE9AF6P35"
"BLMFLU22XXX","549300DNKCTAG8S2NI74"
"BLMLUS44XXX","549300ZFOAZC3BSRQ043"
"BLNENL21XXX","549300NYKTM6QSCOOL42"
"BLNOITM1XXX","8156000EE7EA8E3CBC05"
"BLOMAEADXXX","5493005ZHVPXIYM46X73"
"BLOMCHGGXXX","5493006FFXSAIC08WD49"
"BLOMCY2IXXX","549300NJRAPYTAOVYB61"
"BLOMFRPPXXX","9695007EQZDL89LUW373"
"BLOMGB2LXXX","549300QRKQ3057TEHD16"
"BLOMJOAMXXX","54930066X06YD4ZNGA14"
"BLOMKYKYXXX","5493008ZZTG8ME51CI07"
"BLOMLBBXXXX","549300ERAZEQ2KEJ8L86"
"BLOMQAQAXXX","549300CEYDGRIHEM9C63"
"BLOMROBUXXX","315700Y6DVCKDWJ1EO95"
"BLPIIT21XXX","815600C2B72391A68F89"
"BLPMGB21XXX","213800OT2PNJ92I4GA07"
"BLPSFRP1XXX","549300EQYOPDLSSY5869"
"BLRIIE21XXX","635400P9LAFWKF6DFH81"
"BLRNIE21XXX","635400HMV7WVBEIZLS44"
"BLROIE21XXX","6354001G77R9OFGYST89"
"BLSANO21XXX","5967007LIEEXZXESZS69"
"BLSELT21XXX","213800R8KE944LTNSO68"
"BLSGNL21XXX","72450060655OYN8U8610"
"BLSMUS33XXX","549300R4EZHU6DUS3S67"
"BLSOCRSJXXX","254900S0HHDZ9D25TA33"
"BLSPNO21XXX","5967007LIEEXZX5OAG06"
"BLSRITM1XXX","815600EE6F87DF1A1266"
"BLTDCHGGXXX","549300PC872I5Y7SZX87"
"BLTLUS31XXX","MQYWO6Z3UE51YVCIZM39"
"BLTNIE21XXX","6354004DSP1ZL6TWKJ10"
"BLTOIE21XXX","635400OYXBRZULQROU92"
"BLUCIT33XXX","815600FF506562CD6332"
"BLUXLULLXXX","PSZXLEV07O5MHRRFCW56"
"BMAAGB21XXX","213800A6KGK5GO17EZ17"
"BMAGBHBMXXX","54930065PJIB53WWMP12"
"BMARES2MXXX","959800LQ598A5RQASA61"
"BMASAT21XXX","529900SHKXCII9J8CF28"
"BMAXBRRJXXX","8945001GTD03XCNHXQ88"
"BMBBMYK1XXX","549300C9OVJL55Q3T566"
"BMBCBRSPXXX","549300IKNU8A627GPM07"
"BMBRBRRBXXX","2549009ZNE72F6STVN76"
"BMCBINBBXXX","335800EBHPQ6S23F7208"
"BMCEESMMXXX","959800VHSP2QBPNRF210"
"BMCEMAMCXXX","21380047DNBRQ54F9W43"
"BMCIMAMCXXX","549300GW1GZ75KNZYX18"
"BMCKGB21XXX","213800O5FBGOWU89LN14"
"BMCMPKK1XXX","2549006CZMUKQ9A1QY90"
"BMCPGB21XXX","549300S1TY5REZ8FCQ28"
"BMCSUS44XXX","549300TEWK6ENMZQLF18"
"BMDGTRI1XXX","7890004KOVES3T55GW95"
"BMDRMYK1XXX","549300RY3Q0YLHMEXM25"
"BMECLULLXXX","549300X8LQKEYXI85460"
"BMEDITN1XXX","81560022363A978A2937"
"BMFCFR2QXXX","969500QW8HSKLBA6L382"
"BMFEIE21XXX","213800BMCUOQSBVQ3P52"
"BMHKHKH1XXX","254900Y6AXA86G5ASI55"
"BMIETNTTXXX","254900O1QRS54S3OJT40"
"BMIGVECAXXX","254900YMXV4QE5B5DS69"
"BMISEGCXXXX","549300ZW0H9ORV7CWL52"
"BMISFRPPXXX","5493000OR53ITLETWY46"
"BMLEFR21XXX","969500QW8HSKLBA6L382"
"BMLUIT3LXXX","549300OHXNZXGU6Q6H37"
"BMMBMYKLXXX","254900PIFASJ03OESS22"
"BMMMFR2AXXX","969500IKNV38EK1P8O50"
"BMOCMZMAXXX","549300JHIZVM4UYRQQ16"
"BMPBBEBBXXX","549300U1YXDFKMDU7D20"
"BMPLGB21XXX","213800NBRL2PN7LSQ118"
"BMPPLUL2XXX","549300VME2Y2WNMF1H07"
"BMRDARBAXXX","579100EKDEEJFBIDH082"
"BMRICNSHXXX","300300C1174531000040"
"BMRIGB2LXXX","2138001M5OB5OE11NS50"
"BMRIIDJAXXX","549300RSKQN4Z5ZSGH94"
"BMSAUS41XXX","BBNK6BK30UQKFSNV2N31"
"BMSCMYK1XXX","2549005VGBA580BGCO65"
"BMSFFRPPXXX","549300TZFJYP8MMHV932"
"BMSSITM2XXX","8156006AAC6AF4A27F93"
"BMSVLKL1XXX","254900HM0XJ5SO4I8R71"
"BMSXMXMMXXX","SCRYQ25DTVRHYYMM6P89"
"BMTFGB22XXX","984500DXAFBF2A9D9870"
"BMTSBEBBXXX","213800C8G8MWTRJAOJ67"
"BMUSOMRXXXX","549300HC6W6OEXV7SY67"
"BMWBDEM1XXX","D2OIGPB6E66YOBJ9GT20"
"BMWBDEMUXXX","D2OIGPB6E66YOBJ9GT20"
"BMWFRUMMXXX","253400111GRSTFA20J41"
"BMYPUS33XXX","HLYYNH7UQUORYSJQCN42"
"BMZRCNB1XXX","300300C1196111000059"
"BNABFRPPXXX","6EWKU0FGVX5QQJHFGT48"
"BNAGBEBBXXX","549300F0CVELHBU9A156"
"BNANAOLUXXX","5493006GKYOO70QSIM96"
"BNAONL21XXX","21380032DOSHV6AFSI63"
"BNATUS44XXX","RA4FKR1AA05ZK88M8034"
"BNBCUS31XXX","549300BE8C6LWUJ8W009"
"BNBGBGSDXXX","5299001WEKCK7E65TI48"
"BNBGBGSFXXX","5299001WEKCK7E65TI48"
"BNBOBOLXXXX","2549001ZVMA0RHLTU649"
"BNBRBRCFXXX","254900VJWGYKL26WF806"
"BNCEMXMMXXX","4469000001BL6VG3DH44"
"BNCNIE21XXX","635400FCFKAH6DULNS15"
"BNCPCHZ2XXX","254900WZR89AHD74EQ73"
"BNCRCRSJXXX","549300BH267R4KQVKV59"
"BNDANL2AXXX","724500M1ZIQZJC3F2D30"
"BNDCCAMMXXX","BSGEFEIOM18Y80CKCV46"
"BNDCGB2LXXX","254900F2ES7T4LUTQL51"
"BNDDBE21XXX","549300YHCJ80MZ6J9H33"
"BNDNINCCXXX","335800Q13QAC32IOCH33"
"BNDUFR22XXX","969500QSP9C6OF9ULX71"
"BNEMFRP1XXX","R0MUWSFPU8MPRO8K5P83"
"BNETITM1XXX","815600713DA67B18B144"
"BNFIPTPLXXX","549300V4H4USWZUCE073"
"BNGHNL2GXXX","529900GGYMNGRQTDOO93"
"BNGSES22XXX","9598009FQU4V02AEBN25"
"BNHAUS31XXX","254900PJVECT3YD6KY88"
"BNIAIDJAXXX","549300NZ97UNGBXAPM35"
"BNICAOLUXXX","549300GCY00DCI8U3S02"
"BNICPTPLXXX","213800AQ53KT5ACALQ54"
"BNIECH21XXX","549300GFRG6OK00RG957"
"BNIFMTMTXXX","549300TEJKOLFN65KR76"
"BNINIDJAXXX","549300HZ8J3MLVXQ8F85"
"BNITPYPAXXX","549300EXVD8D65PY5W81"
"BNLIITRRXXX","UI802FYJ52XDB7N4KN18"
"BNLNGE22XXX","254900MHQHBC58M2GR84"
"BNMAMYKLXXX","549300NROGNBV2T1GS07"
"BNMXMXMMXXX","2SFFM4FUIE05S37WFU55"
"BNNEUS66XXX","WE0I402RW25AU38DTI13"
"BNNIIT21XXX","81560096D65E8CA4AC93"
"BNNPUS32XXX","549300RYJCJ7JPQ4RF20"
"BNNSIT21XXX","815600629906A40FBD12"
"BNOOIT21XXX","549300UM31PJ24TTSR94"
"BNORPHMMXXX","3FGIIBS1PEI1FYQBGN97"
"BNORSGSGXXX","549300PXLLK5QCF1XC81"
"BNPAARBAXXX","5493006LDO0SSIO71873"
"BNPABEBSXXX","549300QM6V6MTI1RS734"
"BNPABRSPXXX","549300DFOXLW8ZHSK740"
"BNPACNSHXXX","5493006KYU0VX4EBIP66"
"BNPACOBBXXX","549300TYSBN1PJBJ5U41"
"BNPADKKKXXX","529900PTQQGGAZ61PQ39"
"BNPADZALXXX","2138009IVDK5K9E6X944"
"BNPAESM2XXX","95980020140005879929"
"BNPAESMSXXX","549300B3Z5BHRVMAWH81"
"BNPAFRPLXXX","969500O7DJZNM0F0Z036"
"BNPAFRPPXXX","R0MUWSFPU8MPRO8K5P83"
"BNPAFRPSXXX","969500FZIK0SBNRSC223"
"BNPAFRT1XXX","W51AX6427FJZJFPF8H34"
"BNPAHKHPXXX","213800DJAI4ZR21F9J77"
"BNPAIDJAXXX","5493005YXREMPPQK3G72"
"BNPAJPJ2XXX","549300W1PKAHKJ86TC84"
"BNPAKRS2XXX","213800O95EHO85XS2U17"
"BNPAMXMMXXX","254900MIFN5HHADBV135"
"BNPAMYKLXXX","5493003EF0J4NNIPQ907"
"BNPANCNXXXX","969500S8PCX9IDOPNZ79"
"BNPAQAQAXXX","2763TSAJ0VP4CVMFM028"
"BNPARERXXXX","9695005XT323C6A7GN39"
"BNPARUMMXXX","25340045EEL351X3W326"
"BNPASARBXXX","529900MKJ079BHHCC765"
"BNPASARIXXX","558600S9AW0TZ65EGN51"
"BNPASESSXXX","549300PBUN0RPL1FYV60"
"BNPAUS3CXXX","RCNB6OTYUAMMP879YW96"
"BNPBIE2DXXX","549300KUN9K9K32C6D97"
"BNPCFR21XXX","969500VQ4UL8QZ64XI04"
"BNPDFRP1XXX","969500VRSFWX7S1P2M29"
"BNPEPEP1XXX","549300H1JNU0HLNFU552"
"BNPTSGSGXXX","213800TEMPHBTH8XQT25"
"BNPVCAM1XXX","549300SXQO4RWLD24V90"
"BNRUIE21XXX","635400OQCKNEH1Z2IK79"
"BNRWRWRWXXX","213800AKFASSQE52AZ88"
"BNSISGSGXXX","549300N76N6F136VF144"
"BNSRIT22XXX","8156002FD0B1D7C1E191"
"BNSSNOB1XXX","5967007LIEEXZX6SEW24"
"BNSTSTS1XXX","2549005KDAZEEI1LEY31"
"BNSUGB21XXX","213800L2NNQOBXPF1425"
"BNTBBMHMXXX","549300V8RVM0EMTDPF28"
"BNTBBMHSXXX","213800FMMB2ISWZBOH08"
"BNTBGGSXXXX","2138007LUPBTFEH45U88"
"BNTBJESHXXX","213800996DC15XFASC29"
"BNTBKYKYXXX","549300MTQSPU91FZ6432"
"BNTETNTTXXX","254900JBCMJJIKQM1250"
"BNTNIT22XXX","8156008449B96AF1FE15"
"BNTOFR2SXXX","969500FHXW3AEY6Z0B25"
"BNUGFR21XXX","969500SXF5G2B4BBYX03"
"BNULMOMXXXX","549300526KR9XDKDMS56"
"BNVTITM1XXX","2138005GZ9NIUNAYIX89"
"BNYMCNBJXXX","300300F08D46XN3GM434"
"BNYMLUL1XXX","5299008RMKZGBW8WLB62"
"BNZWOMRXXXX","254900DVQY8B2OTR7I47"
"BOACGB21XXX","213800VN3A9AZNZ4LE10"
"BOADTGTGXXX","529900LIZJABE4JJS826"
"BOAECNB1XXX","254900IISXKJ23FRVA82"
"BOALBE22XXX","549300RK2ZTCKN0NA066"
"BOBJDK21XXX","213800UK7516IBWZO445"
"BOBTITG1XXX","815600C1B84991D80207"
"BOCFHKHKXXX","5493002DXB50DBDXF755"
"BOCICNS1XXX","3003007E9G154XL2PS13"
"BOCIGB21XXX","213800DXECSXBR79QK58"
"BOCIHKHHXXX","549300VO4FJKJIJG2H24"
"BOCTSES1XXX","2138006MAMVD7PXOHB53"
"BOCYITM1XXX","81560063FEBA2A935223"
"BOENHKH2XXX","254900BJFJQFAEEEP079"
"BOEPZAJ1XXX","213800ZBWY3BU3UUMA42"
"BOFAFRP3XXX","549300FH0WJAPEHTIQ77"
"BOFAHKHUXXX","549300ZM0JAJ8TK0HN16"
"BOFAMXMXXXX","HDUQYNW53X081TMBDI48"
"BOFAMY2XXXX","DJYC2L0IWKO41Q0QJU67"
"BOFASG3XXXX","VA9A2N6HFS91CU3OYI58"
"BOFAUS6SXXX","B4TYDEB6GKMZO031MB27"
"BOFCUS33XXX","OX3PU53ZLPQKJ4700D47"
"BOFDUS66XXX","2549009X2AG1P20YAJ63"
"BOFFCY21XXX","2138002I8ITUA9OJ4Q72"
"BOFIGB2BXXX","213800OOT97XZGKQPY40"
"BOFIIE2DXXX","Q2GQA2KF6XJ24W42G291"
"BOFLITM1XXX","815600E02D0E37E20B31"
"BOFMCAM2XXX","NQQ6HPCNCCU6TUTQYE16"
"BOFMCN22XXX","P392SPI69NXUSZMACF80"
"BOFMCNBJXXX","P392SPI69NXUSZMACF80"
"BOFMIE2DXXX","5493000YPN33HF74SN02"
"BOFOUS6LXXX","549300XHKDHI81WG5G33"
"BOFSGB2SXXX","OQ3T05P7YR8P5YJEVI93"
"BOGAFR21XXX","9695006JGSYYPLD75K76"
"BOGDMNUBXXX","213800D7B1LHZ9IZVW13"
"BOGGFRP1XXX","549300VIK8HQ25MCRC05"
"BOGGGB21XXX","549300GQCZVXBZ1VSR12"
"BOGLUS31XXX","KD3XUN7C6T14HNAYLU02"
"BOGPFRP1XXX","9695007H30WZ1HN88F98"
"BOGZCNBGXXX","300300C1210952000059"
"BOHIUS77XXX","XJCRTTYJVBMA22IXL619"
"BOHOCH22XXX","5067001959OEPG6X8016"
"BOIBAGAGXXX","213800T451MEGRW6W205"
"BOIGDE88XXX","529900SB4QTWSTSUIB39"
"BOISSGS1XXX","213800L9NL7KKFRKQL84"
"BOIUHKH1XXX","2138002GH184KUKM1248"
"BOJJCNBJXXX","300300C1087136000083"
"BOJPJPJTXXX","353800717BLAHZMEXR15"
"BOJSCNBNXXX","300300C1086832000046"
"BOJXCNBJXXX","300300C1092333000026"
"BOKANL22XXX","724500W1FESNTNY5DL70"
"BOKFJPJZXXX","549300LRPVT8N6FNFC04"
"BOKIJPJZXXX","549300SOC0BTU7MGMI13"
"BOKLNPKAXXX","2549008TZK21O538V203"
"BOKRKRSEXXX","RVHOHKPBCJ2GSJ37YH94"
"BOLEDKK1XXX","5493000L46XME42NGZ62"
"BOLFCNBLXXX","300300C1083513000031"
"BOLLFR22XXX","969500LEKCHH6VV86P94"
"BOLRIT21XXX","815600276A4017CDB535"
"BOLYCNBJXXX","3003003O6EK0WZHI7J74"
"BOLZIT21XXX","8156007B26839EBFA326"
"BOMGBRS1XXX","ZXLTQRYIK6IJH3R0IK66"
"BOMLAEADXXX","5493000SA3K24EQKA103"
"BOMMMUPLXXX","529900DKTUUL5IMHNC74"
"BOMTIT21XXX","8156002406BB35BC8317"
"BONAFRPPXXX","5493001KQLY87C8BZP17"
"BONDCH21XXX","391200DMGAI5C0MDYA12"
"BONGFR21XXX","5299006UH636V4UOZS07"
"BONHCH22XXX","54930055NXUYHMF5RH53"
"BONMNOB1XXX","254900XOMGYD88OABV84"
"BONPPLP9XXX","259400N28EKSTIFFCL55"
"BONWGB21XXX","254900TML42KZF9QMX45"
"BOOGIT31XXX","8156008D2857B5A0B033"
"BOOKNL2AXXX","7245009ZP4X4SZC79G88"
"BOOSKRS1XXX","988400L9OXZRT6KP2E12"
"BOPBPHMMXXX","549300EKTBDWRBXSB835"
"BOPCUS61XXX","549300IINZTQS0WPMV84"
"BOPIGB2LXXX","5493007JJOEN82MFUM53"
"BOPIPHMMXXX","549300UW4UH6XT2X8C50"
"BORDCHGGXXX","213800VCJUJI4KTRSJ25"
"BORDSGSXXXX","5493007CWLKYJKJW6X63"
"BORGISREXXX","549300ERM73G2I641507"
"BORHNL21XXX","724500SEAWTN14VP1E43"
"BORIBRSPXXX","8945002M2OUB2W5CAA54"
"BORLITM1XXX","549300S2CQOLKR40SR34"
"BORNIE21XXX","635400YBGSGSIUPUU905"
"BORTITN1XXX","549300UE2ZF21B02QG64"
"BORUIE21XXX","635400Z4EATCOFXPDY63"
"BORVITM1XXX","815600C091EB1F30A929"
"BOSFFR21XXX","969500K59WA6SGV1YD65"
"BOSHCNSHXXX","300300C1091231000098"
"BOSHHKHHXXX","549300131DM2KKXKOX69"
"BOSLLCLCXXX","2549000X7ZI1Z3Q0SJ56"
"BOSMNL21XXX","724500MQU74J6YMJI362"
"BOSPPGPMXXX","549300000S0LQCY5B370"
"BOSRBMHMXXX","549300TB5TLVU3CHO563"
"BOSSJPJTXXX","549300U6CT3EHB9XS980"
"BOSUARBAXXX","579100KKDKKIFEBKK040"
"BOSUARBAXXX","579100HKDCJKFFEBI068"
"BOSWUS33XXX","VISE071ADXGCST1W4H53"
"BOTBBSNSXXX","9845008A0C9E6B704461"
"BOTHTHBKXXX","549300HJD00HOXYCA262"
"BOTKBRSXXXX","254900PYFSB8L24QTW86"
"BOTKCATXVCR","549300DG7CU0C6T7Q866"
"BOTKCATXXXX","549300DG7CU0C6T7Q866"
"BOTKCNSHXXX","300300C1056131000011"
"BOTKFRPXXXX","254900LOGSLNAC8P4T19"
"BOTKJPJTXXX","C3GTMMZIHMY46P4OIX74"
"BOTKMXMXXXX","213800PRXJ7WA41AIN67"
"BOTKMYKXXXX","254900QGKJ9ZTUE95N04"
"BOTKNL2XXXX","724500Q03K04L0479N30"
"BOTKPLPWXXX","259400G57PIL7KDM5718"
"BOTKRUMMXXX","253400J0FSCXHPLY3642"
"BOTKSARIXXX","5586005PSTVGZDRW2U31"
"BOTKTRISXXX","78900029M5OOCV5YAY56"
"BOTPTWTPXXX","5493009OUKD11DP33406"
"BOTSCNBJXXX","300300C1088613000071"
"BOULITM1XXX","8156007F4685AE5A6208"
"BOUSFRPPXXX","9695003SJ7Z9C9HIGV14"
"BOUTFRP1XXX","969500GROWRCIDJQAZ27"
"BOUYFRP1XXX","969500MOCLNQFNZN0D63"
"BOVRNL22XXX","724500GF7R7HN4J1ZZ03"
"BOVSIT21XXX","815600EFBBAE09192893"
"BOWRNL21XXX","724500MQU74J6YMJI362"
"BOXCNL21XXX","724500YUGM9DKBWQOP37"
"BOXNCNBLXXX","300300C1093363000055"
"BOYCGB22XXX","213800V93QFW53NB7Y29"
"BPAAIT2BXXX","52990033C5FUEN4LMC06"
"BPABBRRJXXX","ZXLTQRYIK6IJH3R0IK66"
"BPABCLRMXXX","5493007UH0TCCDZJ2987"
"BPABUS33XXX","549300EUEDL5GKQW8U35"
"BPAEGB21XXX","8YS0IK21TYOY3WE1Y649"
"BPAINL21XXX","7245009UXRIGIRYOBR48"
"BPAOMXM1XXX","549300NWLIYW5EWZ5B14"
"BPATUYMMXXX","254900X7F76Q5EFDHX51"
"BPAVESM1XXX","5493003B0IKU22G55E77"
"BPAXFR22XXX","969500GQJ3TEG1TEYF61"
"BPAZBOL1XXX","549300WPOGGC3U5MLF87"
"BPBAIT3BXXX","549300UE2ZF21B02QG64"
"BPBAITR1XXX","815600F443DE75A69A95"
"BPBIBGSFXXX","549300IRGNL8Q3O8Y413"
"BPBKBMHMXXX","11FPWBB1JSKFHLRO8E15"
"BPCBFRP1XXX","9695007W26HFE4NW2372"
"BPCCITM1XXX","815600F6A350E56D1919"
"BPCCITM1XXX","V3AFM0G2D3A6E0QWDG59"
"BPCCITM1XXX","2W8N8UU78PMDQKZENC08"
"BPCCITM1XXX","8156003405A2893A4488"
"BPCCITM1XXX","549300W9STRUCJ2DLU64"
"BPCCITM1XXX","81560090B3DB0EFF2D44"
"BPCDFRP1XXX","969500O7DJZNM0F0Z036"
"BPCEFRPPXXX","9695005MSX1OYEMGDF46"
"BPCHARBAXXX","579100KKDJKJFKBKC002"
"BPCLAOLUXXX","254900SQWLFR0HNNRC82"
"BPCPCHGGXXX","5493004507C8ZG6E5446"
"BPCVIT2SXXX","549300BDV4C410CYAQ76"
"BPDMIT3BXXX","8156004BBB6E6B9B6F10"
"BPDODOSXXXX","549300B0H4ME330W2K64"
"BPDOPAPAXXX","549300WJBANT80U52C95"
"BPEAINB1XXX","3358008BEG1D1M6I4545"
"BPEGNL21XXX","W51AX6427FJZJFPF8H34"
"BPETFRP1XXX","969500N52VEUBS4SIL34"
"BPEUIE21XXX","635400HFAXNO6IBLKM87"
"BPFDES21XXX","959800RK5SS4VMEV8Q95"
"BPFEIE21XXX","549300Z6PZBY8JQXYI54"
"BPFFPHM1XXX","549300UW4UH6XT2X8C50"
"BPFIFRP1XXX","9695008G2KXJ42T5XW16"
"BPFMGB21XXX","5493003HJLKER4CD8821"
"BPFNFI22XXX","9845000D4T99137E9F08"
"BPFRIT3FXXX","8156008323735C1B1371"
"BPFSPHM1XXX","549300UW4UH6XT2X8C50"
"BPFXAU31XXX","213800EM6BT4AHJDKX45"
"BPGAPTP1XXX","213800ZQX3DBDU85D166"
"BPGBGB2LXXX","G1KG0OQD10NOMCMLDZ35"
"BPGECHGGXXX","549300R6NGLL2F8WJ518"
"BPGPPTPLXXX","213800FVJ6R9N8797493"
"BPGTBMH1XXX","549300IE7Q45PYC8TW17"
"BPHBSI21XXX","213800XQVC7ZTHV56Y85"
"BPHKPLPKXXX","H8MIG1MMPR6JXUQVBM04"
"BPHOHKH1XXX","254900SRKGMNWVUDZX06"
"BPIAIDJAXXX","254900V6IIYF1T4IY412"
"BPIDSGS2XXX","5493002FMNS26Y5BKC80"
"BPIEIDJ1XXX","213800LXP1J51ILX9Y54"
"BPIGGB21XXX","213800HJYUX71LBJUG67"
"BPIIHKHHXXX","254900JCSSHL03AXWG23"
"BPISPHM1XXX","2549007L3GX60KVGDD76"
"BPITGB21XXX","8YS0IK21TYOY3WE1Y649"
"BPIVFR21XXX","96950082Z6KUVA6TW686"
"BPJSGB21XXX","2138008LHD1TOYE4JE90"
"BPKHPLPGXXX","259400ALN6AM4REPEA16"
"BPKOPLPWXXX","P4GTT6GF1W40CVIMFR43"
"BPLGFR21XXX","9695008XBRCWFEZ8B440"
"BPLZIT3VXXX","815600FDD3EB3EA03194"
"BPMOIT22XXX","81560027687C63C47F12"
"BPMOIT22XXX","N747OI7JINV7RUUH6190"
"BPMOLULSXXX","549300FOF121DSRG5867"
"BPMRTRI1XXX","789000PL91OK7JNOCJ35"
"BPMTIT21XXX","815600851E9427206817"
"BPNEARBAXXX","579100KKDKKEFHBKE081"
"BPNGPGPMXXX","549300Z0YGZORVTS1V30"
"BPNIFRP1XXX","213800H2UOPJDGKRTY19"
"BPNIFRP1XXX","969500VHT1ZNPVWOYF63"
"BPNMBRSPXXX","549300C24AZJIIZMBJ10"
"BPNPPTPLXXX","549300QQJ6BNALGU6806"
"BPOCCWCUXXX","254900OI2WLK5JWBHU45"
"BPOLPFTPXXX","549300LO6BJXOY8V8320"
"BPOPCOBBXXX","549300E7H63UKSK2XO66"
"BPORCZ22XXX","2549007VCODE9Z9DN335"
"BPOTBEBEXXX","529900CQ5X4PTEPSZW88"
"BPOUITM1XXX","549300JNH2DV17Z80F28"
"BPPAFR21XXX","969500VRSFWX7S1P2M29"
"BPPBCHGGXXX","QHSFEYI7HUOXXZ413E03"
"BPPBFRP1XXX","R0MUWSFPU8MPRO8K5P83"
"BPPBMCMCXXX","213800A8T8FF9MMM7875"
"BPPIIT21XXX","815600354DEDBD0BA991"
"BPPIITRRXXX","815600354DEDBD0BA991"
"BPPNIT2PXXX","815600489AA5BAEB2211"
"BPPPFRP1XXX","W51AX6427FJZJFPF8H34"
"BPPRPRSXXXX","OJH4M4RQMT1WXN2BNC32"
"BPPUIT33XXX","8156005C22D0BF134C40"
"BPRCGTGCXXX","X0D9FYCZ03FY7LCERY46"
"BPRFPHM1XXX","549300500PE4IG2M2V98"
"BPROVECAXXX","254900UCQZOWN6V1G486"
"BPRUHKH1XXX","213800WLLX72KF2BWG41"
"BPSAIT31XXX","549300PHVEBLXGO8CN25"
"BPSCARBAXXX","579100KKDIKKFBJKI028"
"BPSDINB1XXX","213800THY2EXG32PVK33"
"BPSFARBAXXX","579100CKDGEGGBDJC051"
"BPSISGSGXXX","549300S6ZINNW7Y1NP62"
"BPSMFRPPXXX","969500GRYRLGR28CAX66"
"BPSTTWT1XXX","2138003E7UBOEXP61F19"
"BPTRTRISXXX","5493005T5IEQ1ZPYVX36"
"BPTTITMMXXX","81560091FE0AABE37693"
"BPUINL21XXX","213800QR1BLUTLQGPF83"
"BPUNPKKAXXX","391200VEAKJE1YXTYP65"
"BPUPAU21XXX","549300EWSJTPKI0VTV84"
"BPUSUS33XXX","549300GMUCJ08527GQ81"
"BPUSUS44XXX","549300YYMNSW7KWZH127"
"BPUUCHG1XXX","506700912F4NV09ZAQ15"
"BPVAIT31XXX","N747OI7JINV7RUUH6190"
"BPVAIT31XXX","81560027687C63C47F12"
"BPVFITM1XXX","V3AFM0G2D3A6E0QWDG59"
"BPVFITM1XXX","2W8N8UU78PMDQKZENC08"
"BPVFITM1XXX","8156003405A2893A4488"
"BPVFITM1XXX","549300W9STRUCJ2DLU64"
"BPVFITM1XXX","81560090B3DB0EFF2D44"
"BPVFITM1XXX","815600F6A350E56D1919"
"BPVLNL21XXX","ECUNPD9TC7ARPR4G0150"
"BPVMIT2RXXX","81560072968598077797"
"BPVRIT21XXX","815600C2F269FFDA7361"
"BPYMDOS1XXX","549300SJ1N0QRN4COV34"
"BQBHCHGGXXX","529900MQGPTGALB0TQ17"
"BRABGB22XXX","72Q26SNHIF5UHHEV3451"
"BRAKBDDHXXX","254900EHCK80ARTPIK21"
"BRANGB21XXX","254900WXD182DDB4LY35"
"BRAPGB21XXX","213800DBUPOWGFXI8P63"
"BRASATWWXXX","529900WSSQ6JIRC66D02"
"BRASBRRJXXX","QE0Q0253K88YAGNPE356"
"BRASUS3AXXX","254900667M5CK6Y3DF27"
"BRAVGB21XXX","213800ADE5WM2O6T4186"
"BRBAGB2LXXX","213800AQHMYPEH8NNA33"
"BRBTUS33XXX","JJKC32MCHWDI71265Z06"
"BRCBCNBJXXX","300300C1104311000018"
"BRCDUS31XXX","254900QE44F6XBK73276"
"BRCOCAMMXXX","89RLTMP2WM4KXYJMWI06"
"BRCRCY21XXX","5493008C22FNI0QEEF10"
"BRCTBRS1XXX","254900PMNQLDJHII5239"
"BRCUIE21XXX","635400UQUKU8YPEPO680"
"BRCVGB22XXX","2138004M68FO1QKVPT44"
"BRCYCZP1XXX","3157005SHEPY9J8ISC33"
"BRDDGB2LXXX","213800DBUPOWGFXI8P63"
"BRDEROBUXXX","5493008QRHH0XCLJ4238"
"BRDIITG1XXX","815600A5A4ACBBD6FE77"
